,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset
200,00010000000000000000000000000000000000000000000000000000000|11100000000000000000000000000000000000000000000000000000000|00100000000000000000000000000000000000000000000000000000000,0.025467679613203294,0.0159641875,0.036439049499999994,891383.0,0.025341310273800145,0.015869152,0.03623766199999998,891497.0,0.0236914,ds7.bench.estimation
201,00100000000000000000000000000000000000000000000000000000000|11000000000000000000000000000000000000000000000000000000000|01000000000000000000000000000000000000000000000000000000000,0.04749407353186004,0.035352893,0.06106785799999999,891383.0,0.04717707753237532,0.035101622,0.060602673999999995,891497.0,0.0462462,ds7.bench.estimation
202,00100000000000000000000000000000000000000000000000000000000|11010000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000,0.017594527227272724,0.009536954325,0.025726134249999998,22.0,0.01787384725,0.0086014569,0.0246458835,24.0,0.0168836,ds7.bench.estimation
203,00110000000000000000000000000000000000000000000000000000000|11000000000000000000000000000000000000000000000000000000000|01000000000000000000000000000000000000000000000000000000000,0.05175906674732434,0.03877592625,0.06567158875000001,8596.0,0.0515084282985497,0.03890443,0.0653772,8481.0,0.0497123,ds7.bench.estimation
204,11000000000000000000000000000000000000000000000000000000000|00110000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000,0.024543118466612376,0.0147416275,0.03583486375,8596.0,0.024575944608418818,0.01493115,0.03580867,8481.0,0.0237742,ds7.bench.estimation
205,11110000000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000000100000000000000000000000000000000000000000000000000,0.027636650000000002,0.023604066,0.032026394,5.0,0.03282437,0.02639789,0.03951818375,6.0,0.0283613,ds7.bench.estimation
206,11110000000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000001100000000000000000000000000000000000000000000000000,0.029066534818819212,0.018190909999999998,0.041790625,15261.0,0.02879413895377556,0.018127978,0.040856734499999985,14819.0,0.0279958,ds7.bench.estimation
207,11110000000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000001000000000000000000000000000000000000000000000000000,0.028003568439186385,0.017458196,0.04032109899999999,31317.0,0.027855171642908284,0.017276423750000002,0.040051625,30726.0,0.0266461,ds7.bench.estimation
208,11110000000000000000000000000000000000000000000000000000000|00001100000000000000000000000000000000000000000000000000000|00000100000000000000000000000000000000000000000000000000000,0.03257136066148373,0.022097671,0.044491937,851965.0,0.032385729271252904,0.0219616025,0.044227672499999995,852931.0,0.0313085,ds7.bench.estimation
209,11110000000000000000000000000000000000000000000000000000000|00001111100000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000,0.0133754688458362,0.005759731400000001,0.022897104,1453.0,0.01346486017368421,0.005713172525,0.02267052125,1520.0,0.00979221,ds7.bench.estimation
210,11110011100000000000000000000000000000000000000000000000000|00001100000000000000000000000000000000000000000000000000000|00000100000000000000000000000000000000000000000000000000000,0.03528302004572484,0.024559225,0.04740387199999999,46583.0,0.03505594687076025,0.02444201,0.047017277499999996,45551.0,0.0343673,ds7.bench.estimation
211,11111100000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000001000000000000000000000000000000000000000000000000000,0.02834714067515839,0.017611363,0.04077644375,45142.0,0.02821521845410683,0.01755983275,0.04050120025,43732.0,0.0275016,ds7.bench.estimation
212,11111100000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000000100000000000000000000000000000000000000000000000000,0.03397172,0.03397172,0.03397172,1.0,,,,,0.0299997,ds7.bench.estimation
213,11111100000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000001100000000000000000000000000000000000000000000000000,0.02856452841064573,0.01779841575,0.04096610749999999,806822.0,0.028416282149217938,0.0176923985,0.040733090499999985,809199.0,0.0284755,ds7.bench.estimation
214,11111111100000000000000000000000000000000000000000000000000|00000000011111100000000000000000000000000000000000000000000|00000000000000100000000000000000000000000000000000000000000,0.06357360349461831,0.04852074,0.08018006,900001.0,0.06317844257638605,0.0482101,0.0796209,900001.0,0.0624257,ds7.bench.estimation
215,11111111111111100000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000001100|00000000000000000000000000000000000000000000000000000000100,0.050966838058327996,0.0382393955,0.0651870165,101495.0,0.05069922942132081,0.03805456,0.0646615055,100090.0,0.0493818,ds7.bench.estimation
216,11111111111111100000000000000000000000000000000000000000000|00000000000000011111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000000000000010000,0.03506072,0.03506072,0.03506072,1.0,,,,,0.044637,ds7.bench.estimation
217,11111111111111100000000000000000000000000000000000000000000|00000000000000011111111111111111111111111111111111111111100|00000000000000000000000000000000000000000000000000000001100,0.025847262536892755,0.014795507749999999,0.03857231524999999,798504.0,0.025712986686158828,0.0147319675,0.03836468,799911.0,0.0219512,ds7.bench.estimation
218,11111111111111100000000000000000000000000000000000000000000|00000000000000011111111111111111111111111111111111111111110|00000000000000000000000000000000000000000000000000000000010,0.02748392,0.02748392,0.02748392,1.0,,,,,0.0216723,ds7.bench.estimation
219,11111111111111100000000000000000000000000000000000000001100|00000000000000011111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000000000000110000,0.043133704235852256,0.03016234275,0.05758074825,23608.0,0.04283658090161528,0.030092261500000002,0.05705455499999999,23835.0,0.0443466,ds7.bench.estimation
220,11111111111111100000000000000000000000000000000000000001100|00000000000000011111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000000000000010000,0.038256095770796146,0.025846384,0.05212971749999999,77887.0,0.038034154405539373,0.02578354225,0.051694272500000006,76254.0,0.0363937,ds7.bench.estimation
221,11111111111111111111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000000000000001100|00000000000000000000000000000000000000000000000000000000100,0.05571357,0.05571357,0.05571357,1.0,,,,,0.0529173,ds7.bench.estimation
222,01000000000000000000000000000000000000000000000000000000000|10000000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.07051678872322362,0.05684814,0.08548359,900001.0,0.07010661973257835,0.05651381025,0.0849907585,900002.0,0.069114,ds7.bench.estimation
223,10000000000000000000000000000000000000000000000000000000000|01000000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.09706822863040149,0.08130774,0.1141267,900001.0,0.09644062324827053,0.08076198949999999,0.1134264975,900002.0,0.0958334,ds7.bench.estimation
224,11000000000000000000000000000000000000000000000000000000000|00100000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.11695579707606044,0.09917959550000001,0.1361192,891383.0,0.11620642462634195,0.098570622,0.13524841999999998,891497.0,0.116763,ds7.bench.estimation
225,11010000000000000000000000000000000000000000000000000000000|00100000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.12032485909090912,0.1083781075,0.137188005,22.0,0.11867475000000001,0.1025465575,0.13171528,24.0,0.121283,ds7.bench.estimation
226,00010000000000000000000000000000000000000000000000000000000|00100000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.11456610886924151,0.09726703249999999,0.1334980625,8596.0,0.11399567932908856,0.096418,0.132965,8481.0,0.115066,ds7.bench.estimation
227,00100000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.11468321465100047,0.09716701,0.13382958749999999,8596.0,0.11393439754981724,0.09641996,0.1330258,8481.0,0.112823,ds7.bench.estimation
228,11100000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.11729693957467215,0.0996316495,0.1363083,891383.0,0.11655519253469167,0.098961796,0.13547246,891497.0,0.116801,ds7.bench.estimation
229,11000000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.12018543409090911,0.09990693875,0.13383763749999997,22.0,0.11514314583333334,0.1028264,0.1305237825,24.0,0.11756,ds7.bench.estimation
230,00000100000000000000000000000000000000000000000000000000000|00001000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.08877744628865969,0.07367414,0.105197,900001.0,0.08824082366984737,0.0732669515,0.1045053975,900002.0,0.0881233,ds7.bench.estimation
231,00001000000000000000000000000000000000000000000000000000000|00000100000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.09441262573068249,0.07891345,0.111187,900001.0,0.09381452808552647,0.07839117175,0.1105286975,900002.0,0.094205,ds7.bench.estimation
232,00000000100000000000000000000000000000000000000000000000000|00000010000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.10760933097629194,0.0904754465,0.126149175,76514.0,0.10694766583383648,0.089763434,0.12580570000000002,74529.0,0.108977,ds7.bench.estimation
233,00000001100000000000000000000000000000000000000000000000000|00000010000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.11573013567528571,0.09805189,0.1347546,823481.0,0.11497730301653494,0.097427315,0.1338904,825467.0,0.115585,ds7.bench.estimation
234,00000001000000000000000000000000000000000000000000000000000|00000010000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.10622484166666664,0.09791636875000001,0.116731725,6.0,0.11000531666666667,0.10327716249999999,0.12203678750000001,6.0,0.110776,ds7.bench.estimation
235,00000010100000000000000000000000000000000000000000000000000|00000001000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.13230639853177195,0.1134436125,0.15258194500000002,76514.0,0.13138378502408457,0.11267814,0.15151810000000002,74529.0,0.13206,ds7.bench.estimation
236,00000010000000000000000000000000000000000000000000000000000|00000001000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.12231695,0.1184033875,0.1269932125,6.0,0.13284216666666668,0.12495801249999999,0.1395566125,6.0,0.128372,ds7.bench.estimation
237,00000000100000000000000000000000000000000000000000000000000|00000001000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.12192314640159278,0.1037443,0.1415044,823481.0,0.12109218957076413,0.10297819,0.1405251,825467.0,0.122144,ds7.bench.estimation
238,00000010000000000000000000000000000000000000000000000000000|00000000100000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.12283663517016495,0.1044844225,0.14259189249999998,76514.0,0.12205996922889077,0.10389148,0.14187554,74529.0,0.121894,ds7.bench.estimation
239,00000001000000000000000000000000000000000000000000000000000|00000000100000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.12039606874267889,0.1023267,0.1398658,823481.0,0.11961268091859514,0.10162353,0.13898676999999998,825467.0,0.118271,ds7.bench.estimation
240,00000011000000000000000000000000000000000000000000000000000|00000000100000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.13127866666666665,0.1269646625,0.134879225,6.0,0.126977,0.1011245375,0.146862975,6.0,0.129258,ds7.bench.estimation
241,00000000001100000000000000000000000000000000000000000000000|00000000010000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.061623999818789056,0.04931518,0.07516504,900001.0,0.06124919839940357,0.04897996225,0.07471712825,900002.0,0.0611001,ds7.bench.estimation
242,00000000000100000000000000000000000000000000000000000000000|00000000001000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.06475357576987137,0.05248549,0.07822301,900001.0,0.06437375109973087,0.0522054615,0.07775888824999999,900002.0,0.0641878,ds7.bench.estimation
243,00000000001000000000000000000000000000000000000000000000000|00000000000100000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.051405875709138085,0.04044287,0.06360549,900001.0,0.051104615852209254,0.04021154025,0.063203419,900002.0,0.0505539,ds7.bench.estimation
244,00000000011100000000000000000000000000000000000000000000000|00000000000010000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.08312696327257416,0.06853178,0.09903562,900001.0,0.0826077420125844,0.06815038425,0.09839548099999999,900002.0,0.0829061,ds7.bench.estimation
245,00000000011110000000000000000000000000000000000000000000000|00000000000001000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.1265906044895284,0.1078563,0.1467442,900001.0,0.12570904071220948,0.1071251,0.14574608999999997,900002.0,0.125049,ds7.bench.estimation
246,00000000011111000000000000000000000000000000000000000000000|00000000000000100000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.1897800952373386,0.1663888,0.2147862,900001.0,0.18842562986026704,0.1650801,0.2132639,900002.0,0.188785,ds7.bench.estimation
247,00000000000000001100000000000000000000000000000000000000000|00000000000000010000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.01687903515996315,0.01090559,0.02400723,900001.0,0.01678038195984454,0.01084450075,0.023882099,900002.0,0.0157682,ds7.bench.estimation
248,00000000000000000100000000000000000000000000000000000000000|00000000000000001000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.016401735913375657,0.0107231,0.02318326,900001.0,0.016305014091708685,0.01066434025,0.02304985925,900002.0,0.0153063,ds7.bench.estimation
249,00000000000000001000000000000000000000000000000000000000000|00000000000000000100000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.00859691021200532,0.004509078,0.01383757,900001.0,0.008553722572116508,0.0044808235,0.013762678249999999,900002.0,0.00858045,ds7.bench.estimation
250,00000000000000000001000000000000000000000000000000000000000|00000000000000000010000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.029032356126170958,0.02054338,0.03851802,900001.0,0.02886365837347029,0.020422162,0.03830244875,900002.0,0.0273707,ds7.bench.estimation
251,00000000000000000010000000000000000000000000000000000000000|00000000000000000001000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.018951806065854372,0.0120678,0.02744943,900001.0,0.018853419833365918,0.01199407025,0.027303849,900002.0,0.0193475,ds7.bench.estimation
252,00000000000000011111000000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.030707265,0.02741532025,0.03399920975,2.0,0.02753,0.02753,0.02753,1.0,0.03166,ds7.bench.estimation
253,00000000000000011100000000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.032118383433734944,0.02366710875,0.0420907975,166.0,0.032177883626373624,0.02450962075,0.04160184275,182.0,0.0315207,ds7.bench.estimation
254,00000000000000000011000000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.029167813922569622,0.02091812875,0.038598980250000005,738470.0,0.029005343945339043,0.020779501,0.038390716,737455.0,0.0284287,ds7.bench.estimation
255,00000000000000011100010000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.031120256451135243,0.023143517500000002,0.040571505,2026.0,0.030977200491400493,0.022633979499999998,0.04037692849999999,2035.0,0.0304915,ds7.bench.estimation
256,00000000000000000000010000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.03109381247086364,0.02295436,0.040366202000000004,159337.0,0.03089344937571339,0.0228228705,0.0400884945,160327.0,0.0302421,ds7.bench.estimation
257,00000000000000011111100000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.03398160711527164,0.0250595305,0.0441020965,665619.0,0.03378983528342088,0.02493567875,0.043875705,664136.0,0.0314441,ds7.bench.estimation
258,00000000000000011100100000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.044404580000000006,0.040753812,0.047110688,5.0,0.042418453333333335,0.036927853999999996,0.046528898,9.0,0.0432806,ds7.bench.estimation
259,00000000000000011100000000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.043078435051800694,0.033940678,0.0537977075,2027.0,0.04267906116953317,0.032909057,0.05303227449999999,2035.0,0.04392,ds7.bench.estimation
260,00000000000000000000100000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.04235492717303576,0.032851462,0.053001412000000005,159337.0,0.04211421862206615,0.032682101000000005,0.0527016165,160327.0,0.0420059,ds7.bench.estimation
261,00000000000000000011100000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.04119884371057209,0.031746649,0.05190395799999999,73013.0,0.0409708847841291,0.031530203,0.051632583999999995,73493.0,0.0408505,ds7.bench.estimation
262,00000000000000000000000100000000000000000000000000000000000|00000000000000000000001000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.06884343486496126,0.05576596,0.08309855,900001.0,0.06843751890365801,0.0554446685,0.08260277925,900002.0,0.0666627,ds7.bench.estimation
263,00000000000000000000001000000000000000000000000000000000000|00000000000000000000000100000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.056378073404474004,0.04449464,0.06960265,900001.0,0.05604608636606362,0.044248380749999996,0.069181087,900002.0,0.0572326,ds7.bench.estimation
264,00000000000000000000000001000000000000000000000000000000000|00000000000000000000000010000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.019789807849807953,0.0133416,0.02739816,900001.0,0.019675825044822126,0.013269181,0.02722158975,900002.0,0.0187982,ds7.bench.estimation
265,00000000000000000000000010000000000000000000000000000000000|00000000000000000000000001000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.009655355553449383,0.005092586,0.01538444,900001.0,0.009602590719020627,0.00506704905,0.015304924749999995,900002.0,0.00945264,ds7.bench.estimation
266,00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010971771003957871,0.00013419752250000002,0.0030505174999999937,179948.0,0.0010930376779579893,0.000132632515,0.0030546857499999906,179763.0,0.000549001,ds7.bench.estimation
267,00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011004377782375106,0.000134093325,0.003063514,179731.0,0.0010924871554957717,0.0001309936625,0.0030487201999999944,179258.0,0.000549001,ds7.bench.estimation
268,00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010955867533228372,0.00013269178999999998,0.003058377599999998,179719.0,0.0010922244825848405,0.0001325135875,0.003030103875,179136.0,0.000549001,ds7.bench.estimation
269,00000000000000000000000000010100000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001094360396504798,0.00013306056500000002,0.0030378862499999995,60298.0,0.0010929453918841047,0.000133102945,0.003026863124999999,60244.0,0.000549001,ds7.bench.estimation
270,00000000000000000000000000001100000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001097279652827809,0.00012965803500000002,0.00308803835,60207.0,0.0010948625984320164,0.00013167843999999999,0.0030358096000000006,60625.0,0.000549001,ds7.bench.estimation
271,00000000000000000000000000011100000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001097113579391111,0.000129175605,0.0030535700500000013,179767.0,0.0010888979150846783,0.0001299786025,0.003032305974999999,180638.0,0.000548026,ds7.bench.estimation
272,00000000000000000000000000011000000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011004884490790972,0.000132392875,0.0030828852500000004,60331.0,0.0010902525684153767,0.00012965488,0.0030505174999999967,60338.0,0.000549001,ds7.bench.estimation
273,00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011017488027093797,0.00013313835,0.0030727615999999996,179719.0,0.001091134258051514,0.00013249551249999998,0.00302904675,179136.0,0.000548919,ds7.bench.estimation
274,00000000000000000000000000100100000000000000000000000000000|00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010989375103298883,0.000131509525,0.0030707087499999997,60131.0,0.0010987185210989707,0.00013234859250000003,0.0030399657749999994,60038.0,0.00054484,ds7.bench.estimation
275,00000000000000000000000000101100000000000000000000000000000|00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010982191102454127,0.00013119213,0.003057440949999995,180519.0,0.001087575287685969,0.0001274745925,0.003030454224999999,180514.0,0.000549873,ds7.bench.estimation
276,00000000000000000000000000101000000000000000000000000000000|00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011022166613071786,0.0001346541825,0.003090951725000001,60040.0,0.001087885366395325,0.00012986386,0.0030362330000000006,60105.0,0.00054484,ds7.bench.estimation
277,00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011019178244576872,0.00013340155499999998,0.0030780006499999974,180239.0,0.0010915844291529443,0.0001325559425,0.0030346430500000003,179872.0,0.00054894,ds7.bench.estimation
278,00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010997666615924153,0.00013476513500000002,0.003065528925,179610.0,0.0010920097630103473,0.00013238684999999998,0.0030513245,180341.0,0.000548944,ds7.bench.estimation
279,00000000000000000000000000001100000000000000000000000000000|00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011000402001561354,0.000134715455,0.003062958349999999,59743.0,0.0010900245681194748,0.000129889925,0.0030391701250000003,59996.0,0.00054888,ds7.bench.estimation
280,00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010974789668892029,0.00013218064999999998,0.003055377899999997,180239.0,0.0010935666323880259,0.0001321739775,0.0030295829750000003,179872.0,0.000548929,ds7.bench.estimation
281,00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010972866198274644,0.0001322381,0.00305692975,179731.0,0.0010956799181294165,0.0001324443725,0.003040170249999998,179258.0,0.000548919,ds7.bench.estimation
282,00000000000000000000000000110100000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010955712306222926,0.00013091205,0.00304878575,180706.0,0.001090682841277569,0.00012974836000000003,0.0030380191000000008,179997.0,0.000549871,ds7.bench.estimation
283,00000000000000000000000000100100000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001100902590992753,0.000134034,0.003063482875,59886.0,0.001094157712093148,0.0001353979625,0.00305731775,60216.0,0.00054484,ds7.bench.estimation
284,00000000000000000000000000010100000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010978591807368728,0.000133194395,0.0030832822499999987,60047.0,0.0010855964433985844,0.0001293149,0.0030298592,60617.0,0.000544692,ds7.bench.estimation
285,00000000000000000000000000110000000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010974763554628907,0.00013461000000000001,0.0030490705,59861.0,0.0010947609006626774,0.00012933842499999998,0.0030368265,60071.0,0.00054484,ds7.bench.estimation
286,00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011003446440299618,0.0001329285,0.003054942,179531.0,0.0010927822551681328,0.00013183735,0.0030411995000000002,179971.0,0.000548927,ds7.bench.estimation
287,00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010986440801161893,0.00013195851750000002,0.0030652404749999997,179948.0,0.0010920925703381396,0.000133427205,0.0030399659,179763.0,0.000548919,ds7.bench.estimation
288,00000000000000000000000000010000000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0011006209152999175,0.00013115935500000001,0.0030670887499999995,179610.0,0.0010916415635052817,0.0001326461,0.0030453715,180341.0,0.00054892,ds7.bench.estimation
289,00000000000000000000000000001000000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001091496939437319,0.00013156455,0.0030440909999999996,179531.0,0.0010934346777101201,0.000133646925,0.0030525055000000002,179971.0,0.000548902,ds7.bench.estimation
290,00000000000000000000000000110000000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001097889230647494,0.00013266945,0.003075610499999999,60277.0,0.0010894642147816125,0.00013367577500000003,0.0030449394000000005,59715.0,0.00054484,ds7.bench.estimation
291,00000000000000000000000000101000000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001096452294466478,0.000131608225,0.0030523349999999998,60426.0,0.0010900838172831935,0.0001337482,0.003028160199999998,59673.0,0.00054484,ds7.bench.estimation
292,00000000000000000000000000011000000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0010972034728451954,0.00013289288000000002,0.0030673496,59977.0,0.001086236059413661,0.00013329686,0.0030345644000000006,60025.0,0.000544692,ds7.bench.estimation
293,00000000000000000000000000111000000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.001094610366816357,0.00013004468250000001,0.003053208725,180232.0,0.001086361498303792,0.00013031751000000001,0.0030436620999999982,180514.0,0.000549869,ds7.bench.estimation
294,00000000000000000000000000000001000000000000000000000000000|00000000000000000000000000000010000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0016362124823177079,0.0003214488,0.003975908,900001.0,0.0016265854115129527,0.0003188889125,0.003948362299999999,900002.0,0.00109402,ds7.bench.estimation
295,00000000000000000000000000000010000000000000000000000000000|00000000000000000000000000000001000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.00166020171239094,0.0003350982,0.004007049,900001.0,0.0016501840288740618,0.0003334877725,0.003993773524999998,900002.0,0.00110353,ds7.bench.estimation
296,00000000000000000000000000000000010000000000000000000000000|00000000000000000000000000000000100000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.006570706784347351,0.003297693,0.01091733,900001.0,0.006528591806344317,0.003287457275,0.010835529249999998,900002.0,0.00599304,ds7.bench.estimation
297,00000000000000000000000000000000100000000000000000000000000|00000000000000000000000000000000010000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.005238908621710531,0.002392579,0.009139462,900001.0,0.005208506619679734,0.0023829651,0.009093164574999996,900002.0,0.004662,ds7.bench.estimation
298,00000000000000000000000000000000000100000000000000000000000|00000000000000000000000000000000001000000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0005481932491595653,1.372635e-05,0.002026304,900001.0,0.0005443453356300627,1.367103725e-05,0.0020127183249999993,900002.0,9.58542e-07,ds7.bench.estimation
299,00000000000000000000000000000000001000000000000000000000000|00000000000000000000000000000000000100000000000000000000000|00000000000000000000000000000000000000000000000000000000000,0.0005478419728628996,1.371717e-05,0.00202193,900001.0,0.0005462905653011253,1.377727175e-05,0.0020167237749999997,900002.0,9.58542e-07,ds7.bench.estimation
