,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset
1159,1111110001111111111111111111111111111111110000000000001100000000|0000001110000000000000000000000000000000001111111111110000000000|0000000000000000000000000000000000000000000000000000110000000000,0.003631016,0.003631016,0.003631016,1.0,,,,,0.00132687,ds8.bench.estimation
1160,1111110001111111111111111111111111111111110000000000110000000000|0000001110000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011110000000000000,0.006317729,0.006317729,0.006317729,1.0,,,,,0.00945516,ds8.bench.estimation
1161,1111110001111111111111111111111111111111110000000000110000000000|0000001110000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000001111111111000000000000,0.0073666331792452844,0.0021828818749999998,0.01429467375,106.0,,,,,0.00445241,ds8.bench.estimation
1162,1111111110000000000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000,0.02500106,0.02500106,0.02500106,1.0,,,,,0.0201398,ds8.bench.estimation
1163,1111111111000000000000000000000000000000000000000000000000000000|0000000000000111111111111111111111111111110000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000,0.00594004,0.0035425478,0.0096654328,9.0,,,,,0.00617104,ds8.bench.estimation
1164,1111111111000000000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000,0.016140257037558375,0.008561113450000001,0.025880367499999998,792819.0,0.01596594735865691,0.008455602,0.025618602999999997,790357.0,0.0146824,ds8.bench.estimation
1165,1111111111000000000000000000000000000000000000000000000000000000|0000000000111100000000000000000000000000000000000000000000000000|0000000000011100000000000000000000000000000000000000000000000000,0.01384715,0.01384715,0.01384715,1.0,,,,,0.0143201,ds8.bench.estimation
1166,1111111111000000000000000000000000000000000000000000000000000000|0000000000111100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.005782600534607812,0.0010661612,0.013251464499999997,3047.0,,,,,0.00503909,ds8.bench.estimation
1167,1111111111000000000000000000000000000000000000000000000000000000|0000000000111111111111111111111111111111110000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000,0.002006534,0.002006534,0.002006534,1.0,,,,,9.60705e-07,ds8.bench.estimation
1168,1111111111000000000000000000000000000000000000000000000000000000|0000000000111111111111111111111111111111110000000000000000000000|0000000000000111111111111111111111111111110000000000000000000000,0.0024094375,0.001098791375,0.003720083625,2.0,0.0012185510666666668,0.00067298274,0.0015426154,3.0,9.69889e-07,ds8.bench.estimation
1169,1111111111000100000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000,0.017181978972972967,0.009323379,0.024211838000000003,37.0,,,,,0.0165669,ds8.bench.estimation
1170,1111111111000111111111111111111111111111110000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000,0.018070591,0.013251114999999999,0.024802377000000004,10.0,0.018016459,0.0114855745,0.02385328075,10.0,0.0174343,ds8.bench.estimation
1171,1111111111111000000000000000000000000000000000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000,0.013655082295454545,0.007947768325,0.0214096425,88.0,,,,,0.0128148,ds8.bench.estimation
1172,1111111111111000000000000000000000000000000000000000000000000000|0000000000000111111111111111111111111111110000000000000000000000|0000000000000011111111111100000000000000000000000000000000000000,0.008771897,0.00724283115,0.010300962850000001,2.0,,,,,0.00824362,ds8.bench.estimation
1173,1111111111111000000000000000000000000000000000000000000000000000|0000000000000111111111111111111111111111110000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000,0.009584789,0.009584789,0.009584789,1.0,,,,,0.00806946,ds8.bench.estimation
1174,1111111111111000000000000000000000000000000000000000000000000000|0000000000000111111111111111111111111111110000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000,0.006534361771034328,0.0020142221,0.01318826475,634102.0,,,,,0.00466352,ds8.bench.estimation
1175,1111111111111100000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000000001000000000000,0.007950094,0.00624809435,0.0094679029,4.0,,,,,0.00787195,ds8.bench.estimation
1176,1111111111111100000000000000000000000000000000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000|0000000000000000000111111111111111111111110000000000000000000000,0.009059693,0.009059693,0.009059693,1.0,,,,,0.0115984,ds8.bench.estimation
1177,1111111111111100000000000000000000000000000000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000,0.012023702698078226,0.0053787653,0.020843362249999997,186078.0,,,,,0.0091084,ds8.bench.estimation
1178,1111111111111100000000000000000000000000000000000000000000000000|0000000000000011111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000000000000000110000000000,0.003847686916666667,0.001327215825,0.006325871675,12.0,,,,,0.00162124,ds8.bench.estimation
1179,1111111111111100000000000000000000000000001111111111000000000000|0000000000000011111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000000000000000110000000000,0.00633581925,0.002337557125,0.010559504349999999,4.0,,,,,0.00308461,ds8.bench.estimation
1180,1111111111111111111111111100000000000000000000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000|0000000000000000000000000000000000000001100000000000000000000000,0.02148417,0.02148417,0.02148417,1.0,,,,,0.019023,ds8.bench.estimation
1181,1111111111111111111111111100000000000000000000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000|0000000000000000000000000000000000000001110000000000000000000000,0.016133715785714285,0.010272065675,0.026209265499999995,14.0,,,,,0.0171956,ds8.bench.estimation
1182,1111111111111111111111111100000000000000000000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000|0000000000000000000000000000000000000011110000000000000000000000,0.014963680333333333,0.0073673408,0.022204332,9.0,,,,,0.0134856,ds8.bench.estimation
1183,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000000000000000001100000000|0000000000000000000000000000000000000000000000000000000100000000,0.015048339816155989,0.007870579,0.024147838,359.0,0.015239113653968257,0.00760291255,0.024196547499999995,315.0,0.0146628,ds8.bench.estimation
1184,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000000000000000110000000000|0000000000000000000000000000000000000000000000000000010000000000,0.0199732764895903,0.011548144,0.030419721999999982,49329.0,0.019787386190223816,0.01145446875,0.030201505,50756.0,0.0193953,ds8.bench.estimation
1185,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000000000000000111100000000|0000000000000000000000000000000000000000000000000000001100000000,0.003950687082077047,0.0007097078725,0.009576356849999999,14848.0,0.003913300114792884,0.00073293849,0.009330102674999995,15064.0,0.00267044,ds8.bench.estimation
1186,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000111111000000000000,0.010801602,0.00776484395,0.01411041275,4.0,0.013297935,0.01275446375,0.01384140625,2.0,0.0098083,ds8.bench.estimation
1187,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000001011111000000000000,0.0174086,0.0174086,0.0174086,1.0,0.010095888,0.007830192375,0.015291966274999999,4.0,0.00946839,ds8.bench.estimation
1188,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000001000001000000000000,0.008413064,0.005181545,0.011440623799999999,3.0,0.0080624685,0.006346781325,0.009778155675,2.0,0.00924257,ds8.bench.estimation
1189,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000100000000000000000,0.009829077624999998,0.008112747075,0.012559855500000001,8.0,0.009602330111111109,0.0060184718,0.017383313999999997,9.0,0.00978383,ds8.bench.estimation
1190,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000111110000000000000,0.009114587,0.006604912875,0.011897098374999998,4.0,0.00426346,0.0042562324,0.004270687600000001,2.0,0.00939546,ds8.bench.estimation
1191,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000001111111000000000000,0.010756801000000002,0.009679846,0.012048307500000001,6.0,,,,,0.0106309,ds8.bench.estimation
1192,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000000001000000000000,0.008470820906402415,0.0032943117,0.015748133,12917.0,0.00835037558808278,0.0032770246,0.015530976999999998,12805.0,0.0082137,ds8.bench.estimation
1193,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011110000000000000,0.010212257898507462,0.0042528655,0.017172430499999974,335.0,0.009970436763636363,0.004662925599999999,0.016967871999999995,385.0,0.0101903,ds8.bench.estimation
1194,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011111000000000000,0.009800301888324873,0.0046700994,0.018344914,197.0,0.009951360857894736,0.004224511275,0.019320380250000005,190.0,0.00988791,ds8.bench.estimation
1195,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111001100000000|0000000000000000000000000000000000000000000000000000001100000000,0.0028435824580056186,0.00023326942500000002,0.00796685475,356.0,0.002843526024347826,0.000353113,0.008929993999999997,345.0,0.00122709,ds8.bench.estimation
1196,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111110000000000|0000000000000000000000000000000000000000000000000000110000000000,0.0027015267590852687,0.00030457345000000003,0.007348521500000001,6899.0,0.002717146330153443,0.00029305339,0.007305645600000005,6869.0,0.00108427,ds8.bench.estimation
1197,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111111100000000|0000000000000000000000000000000000000000000000000000110000000000,0.004769633707597341,0.0010163516,0.010775599,66565.0,0.004730663652710374,0.0009708077649999999,0.0106854385,66322.0,0.00230505,ds8.bench.estimation
1198,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111111100000000|0000000000000000000000000000000000000000000000000000001100000000,0.0051195994584660115,0.001124996575,0.011290066499999994,46958.0,0.005053504256473936,0.001114359,0.01114244,46421.0,0.00236208,ds8.bench.estimation
1199,1111111111111111111111111111111111111111110000000000000000000000|0000000000000000000000000000000000000000001111111111111100000000|0000000000000000000000000000000000000000000000000000111100000000,0.005536830020881202,0.0014570617,0.011728818499999998,700247.0,0.005486510866575577,0.00144360445,0.011643962499999999,699487.0,0.00249994,ds8.bench.estimation
1200,1111111111111111111111111111111111111111110000000000001100000000|0000000000000000000000000000000000000000000000000000110000000000|0000000000000000000000000000000000000000000000000000010000000000,0.02165178680412371,0.01329209,0.032802154,97.0,0.02156741595238095,0.01409661775,0.0292917425,84.0,0.0210614,ds8.bench.estimation
1201,1111111111111111111111111111111111111111110000000000001100000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000000001000000000000,0.0089761185,0.005750623725,0.013171432249999998,12.0,0.008671532777777777,0.006208524,0.012490806,9.0,0.00828239,ds8.bench.estimation
1202,1111111111111111111111111111111111111111110000000000001100000000|0000000000000000000000000000000000000000001111111111110000000000|0000000000000000000000000000000000000000000000000000110000000000,0.0028678286008000002,0.00030343109750000005,0.007500933050000004,250.0,0.0029618937491441445,0.0003642250025,0.007269712849999999,222.0,0.00152372,ds8.bench.estimation
1203,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000000000000000001100000000|0000000000000000000000000000000000000000000000000000000100000000,0.014642933855699047,0.00716474415,0.024481163250000004,7124.0,0.014526106782356047,0.00725260255,0.024127911999999994,7572.0,0.0143986,ds8.bench.estimation
1204,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000001000001000000000000,0.009317306,0.009317306,0.009317306,1.0,0.0128689,0.0128689,0.0128689,1.0,0.00916782,ds8.bench.estimation
1205,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011100000000000000,0.009384948,0.009384948,0.009384948,1.0,,,,,0.0122345,ds8.bench.estimation
1206,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000001011111000000000000,0.0231946,0.0231946,0.0231946,1.0,,,,,0.00938764,ds8.bench.estimation
1207,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000100000000000000000,0.009375863,0.008528494349999999,0.010223231650000001,2.0,0.008090191428571428,0.0037216368,0.0116707935,7.0,0.0097345,ds8.bench.estimation
1208,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000111110000000000000,0.008340993000000001,0.0026463095,0.01127013,5.0,0.009656193,0.00695309425,0.01292221785,3.0,0.00928764,ds8.bench.estimation
1209,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000001111111000000000000,0.011179625666666667,0.008472810649999999,0.0128589825,3.0,0.01531989,0.01531989,0.01531989,1.0,0.0105849,ds8.bench.estimation
1210,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000000001000000000000,0.00848720751329416,0.0032966337250000003,0.015707527,21784.0,0.008416473074046006,0.003299625525,0.015614746999999995,22432.0,0.00809049,ds8.bench.estimation
1211,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000000010000000000000,0.01494368,0.01494368,0.01494368,1.0,0.015565550000000001,0.0143868945,0.0167442055,2.0,0.012572,ds8.bench.estimation
1212,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011110000000000000,0.01040209721961326,0.00472347865,0.017947549749999996,724.0,0.010446539659824047,0.004746683099999999,0.018363851,682.0,0.00996123,ds8.bench.estimation
1213,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011111000000000000,0.009915037084,0.004464222625,0.017440135,250.0,0.010175758008264464,0.004204531425,0.01877445925,242.0,0.00970182,ds8.bench.estimation
1214,1111111111111111111111111111111111111111110000000000110000000000|0000000000000000000000000000000000000000001111111111001100000000|0000000000000000000000000000000000000000000000000000001100000000,0.0024575747933273167,0.0002402127625,0.00691307675,19446.0,0.0024307791088525018,0.0002430469125,0.006912486824999997,19824.0,0.00130951,ds8.bench.estimation
1215,1111111111111111111111111111111111111111110000000000111100000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000100000000000000000,0.007825658,0.007825658,0.007825658,1.0,,,,,0.0105321,ds8.bench.estimation
1216,1111111111111111111111111111111111111111110000000000111100000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011111000000000000,0.010929327272727272,0.00695337175,0.01625628,11.0,0.011482277142857142,0.007007894000000001,0.014967161,7.0,0.010482,ds8.bench.estimation
1217,1111111111111111111111111111111111111111110000000000111100000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000011110000000000000,0.010094236081967212,0.0053133375,0.01458116,61.0,0.011023942466666665,0.0049495073,0.017824077,45.0,0.0107306,ds8.bench.estimation
1218,1111111111111111111111111111111111111111110000000000111100000000|0000000000000000000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000000000000001000000000000,0.008824594103605202,0.003540658125,0.016167515,21996.0,0.00869481705372331,0.0035055233999999997,0.015928054,22668.0,0.0083463,ds8.bench.estimation
1219,1111111111111111111111111111111111111111111111111111000000000000|0000000000000000000000000000000000000000000000000000001100000000|0000000000000000000000000000000000000000000000000000000100000000,0.015880857194444445,0.0075429039,0.026970987249999998,72.0,0.014292157000000003,0.008088573975,0.02263806825,94.0,0.0145335,ds8.bench.estimation
1220,1111111111111111111111111111111111111111111111111111000000000000|0000000000000000000000000000000000000000000000000000110000000000|0000000000000000000000000000000000000000000000000000010000000000,0.0224856215951417,0.013607441500000001,0.033571689499999995,1235.0,0.022010886952259164,0.013509456,0.032648670000000005,1173.0,0.0205273,ds8.bench.estimation
1221,1111111111111111111111111111111111111111111111111111000000000000|0000000000000000000000000000000000000000000000000000111100000000|0000000000000000000000000000000000000000000000000000001100000000,0.004072572019842411,0.000777062355,0.009614051450000008,12247.0,0.004050753929969365,0.0007423684,0.009720836,12241.0,0.00290675,ds8.bench.estimation
1222,1111111111111111111111111111111111111111111111111111001100000000|0000000000000000000000000000000000000000000000000000110000000000|0000000000000000000000000000000000000000000000000000010000000000,0.022464515409090908,0.01428256175,0.03288450324999999,440.0,0.022656047125,0.014209066250000001,0.033161558,448.0,0.021657,ds8.bench.estimation
1223,1111111111111111111111111111111111111111111111111111110000000000|0000000000000000000000000000000000000000000000000000001100000000|0000000000000000000000000000000000000000000000000000000100000000,0.014321712238911417,0.007069782875,0.02373221675,31564.0,0.014204909891603055,0.00705134095,0.023408069,32095.0,0.0136905,ds8.bench.estimation
1224,1111111111111111111111111111111111111111111111111111111100000000|0000000000000000000000000000000000000000000000000000000000011000|0000000000000000000000000000000000000000000000000000000000001000,0.01328764376024279,0.0051500426999999994,0.026901860999999982,659.0,0.012649139107508534,0.005036717875,0.0228013975,586.0,0.0113433,ds8.bench.estimation
1225,1111111111111111111111111111111111111111111111111111111100000000|0000000000000000000000000000000000000000000000000000000011000000|0000000000000000000000000000000000000000000000000000000001000000,0.022503033999999998,0.01738056,0.028608622,5.0,0.020597546666666664,0.0143715925,0.028227138750000002,6.0,0.0222168,ds8.bench.estimation
1226,1111111111111111111111111111111111111111111111111111111100000000|0000000000000000000000000000000000000000000000000000000011100000|0000000000000000000000000000000000000000000000000000000000100000,0.009228450543827128,0.0040699982,0.016394374000000003,898845.0,0.00913098821012149,0.004021662925,0.0162081955,898870.0,0.00832946,ds8.bench.estimation
1227,1111111111111111111111111111111111111111111111111111111100000000|0000000000000000000000000000000000000000000000000000000011111000|0000000000000000000000000000000000000000000000000000000000011000,0.0012069110381221996,2.9840025e-05,0.00504625025,491.0,0.001174046772801852,3.1290222750000005e-05,0.004355483299999999,540.0,9.46498e-07,ds8.bench.estimation
1228,1111111111111111111111111111111111111111111111111111111100011000|0000000000000000000000000000000000000000000000000000000011100000|0000000000000000000000000000000000000000000000000000000000100000,0.010469233517450683,0.00506136215,0.01815988749999999,659.0,0.010496825887179487,0.0053752334,0.017701876,585.0,0.00985464,ds8.bench.estimation
1229,1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000000000110|0000000000000000000000000000000000000000000000000000000000000010,0.0012088888150000002,0.00026511796500000004,0.0032787923999999997,20.0,0.0011120925952,3.134524000000001e-05,0.004327358399999999,25.0,9.50467e-07,ds8.bench.estimation
1230,1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000000011000|0000000000000000000000000000000000000000000000000000000000001000,0.01279654145916945,0.00511654885,0.023936708750000004,854370.0,0.012564574610443417,0.005025521775,0.023460206499999997,855582.0,0.0108817,ds8.bench.estimation
1231,1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000000011010|0000000000000000000000000000000000000000000000000000000000000010,0.0024078373099999995,0.000134591932,0.0057234258,9.0,0.0014625026388888887,7.589522e-05,0.0035880028,9.0,9.49638e-07,ds8.bench.estimation
1232,1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000000011100|0000000000000000000000000000000000000000000000000000000000000100,0.0010405565660441306,2.5008524750000006e-05,0.0039386269000000005,11262.0,0.0010539198148601357,2.5574743e-05,0.003877711299999996,10893.0,9.60218e-07,ds8.bench.estimation
1233,1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000000011110|0000000000000000000000000000000000000000000000000000000000000010,0.0008676719475,7.870981325e-05,0.0025899331999999996,12.0,0.0006660855125,0.0001811230375,0.001826483925,8.0,9.55963e-07,ds8.bench.estimation
1234,1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000000011110|0000000000000000000000000000000000000000000000000000000000000100,0.0007622298785714286,3.65419025e-05,0.0018885316999999997,7.0,0.0013072544,0.000311660475,0.004728837,11.0,9.55967e-07,ds8.bench.estimation
1235,1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000000011110|0000000000000000000000000000000000000000000000000000000000000110,0.001007844725,0.0001587412125,0.0034498512000000004,8.0,0.0014922468,0.0009905345099999999,0.00199395909,2.0,9.46312e-07,ds8.bench.estimation
1236,1111111111111111111111111111111111111111111111111111111111100010|0000000000000000000000000000000000000000000000000000000000011000|0000000000000000000000000000000000000000000000000000000000001000,0.015803641,0.01006347695,0.025935038999999997,7.0,0.014057934454545456,0.00632085625,0.0245242425,11.0,0.0127056,ds8.bench.estimation
1237,1111111111111111111111111111111111111111111111111111111111100010|0000000000000000000000000000000000000000000000000000000000011100|0000000000000000000000000000000000000000000000000000000000000100,0.0014849081666666666,0.0003529376225,0.0029109251250000003,12.0,0.00115397795,0.0001995666925,0.0027065158500000006,10.0,9.59292e-07,ds8.bench.estimation
1238,1111111111111111111111111111111111111111111111111111111111100100|0000000000000000000000000000000000000000000000000000000000011000|0000000000000000000000000000000000000000000000000000000000001000,0.014451417979407822,0.006134997400000001,0.026209081500000002,32828.0,0.014169281211594928,0.006018394225,0.025719686249999995,32014.0,0.0127341,ds8.bench.estimation
1239,1111111111111111111111111111111111111111111111111111111111100100|0000000000000000000000000000000000000000000000000000000000011010|0000000000000000000000000000000000000000000000000000000000000010,0.001839782978032787,5.893547925000001e-05,0.007028731574999995,122.0,0.001900762432617391,2.2354503000000002e-05,0.007390297049999995,115.0,9.58578e-07,ds8.bench.estimation
1240,1111111111111111111111111111111111111111111111111111111111100110|0000000000000000000000000000000000000000000000000000000000011000|0000000000000000000000000000000000000000000000000000000000001000,0.01568442838028169,0.0079329658,0.026562576999999987,213.0,0.015301825904977374,0.0063279059999999995,0.025791375,221.0,0.0133723,ds8.bench.estimation
1241,1111111111111111111111111111111111111111111111111111111111111000|0000000000000000000000000000000000000000000000000000000000000110|0000000000000000000000000000000000000000000000000000000000000010,0.0010789672038350254,3.5992092750000006e-05,0.003512938525000001,394.0,0.0010378900584545453,2.97528455e-05,0.0037227516499999925,407.0,9.67108e-07,ds8.bench.estimation
1242,0010000000000000000000000000000000000000000000000000000000000000|1000000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.020056883534883718,0.011544286,0.03159384099999999,43.0,0.01746251552631579,0.01104408125,0.022947982749999995,38.0,0.0177893,ds8.bench.estimation
1243,0110000000000000000000000000000000000000000000000000000000000000|1000000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.01854025587131009,0.01047809375,0.02876091,899954.0,0.01833354474088877,0.01034154,0.02847657,899961.0,0.0173479,ds8.bench.estimation
1244,0000001110000000000000000000000000000000000000000000000000000000|1000000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.018246,0.018246,0.018246,1.0,,,,,0.0167788,ds8.bench.estimation
1245,0111111111000000000000000000000000000000000000000000000000000000|1000000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.02027039,0.02027039,0.02027039,1.0,0.031296135,0.02249615675,0.04009611325,2.0,0.0250817,ds8.bench.estimation
1246,0110100000000000000000000000000000000000000000000000000000000000|1000000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.02350953,0.02350953,0.02350953,1.0,,,,,0.0194726,ds8.bench.estimation
1247,1010000000000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.022120060312500002,0.01234761025,0.03318708099999999,32.0,0.020332668782608695,0.010680074400000001,0.0314764435,23.0,0.0198564,ds8.bench.estimation
1248,1011110001000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.02518603,0.02518603,0.02518603,1.0,,,,,0.0216239,ds8.bench.estimation
1249,1011111111000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.021126258000000002,0.016701014,0.028824163,5.0,0.0193421,0.016583756,0.022100444,2.0,0.0225895,ds8.bench.estimation
1250,0010000000000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.013991953004286205,0.0052551923,0.026410510999999994,899957.0,0.013729274503082565,0.005150146150000001,0.02587694799999999,899964.0,0.0122616,ds8.bench.estimation
1251,0000000001000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.02694738,0.02383271,0.03006205,2.0,,,,,0.0198271,ds8.bench.estimation
1252,0001111110000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.02389732,0.02389732,0.02389732,1.0,,,,,0.0227641,ds8.bench.estimation
1253,0001111111000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.02521127,0.020312082,0.030110458,2.0,0.021945715714285715,0.0133900905,0.0316882775,7.0,0.0225953,ds8.bench.estimation
1254,1000000000000000000000000000000000000000000000000000000000000000|0010000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.03255653023255813,0.0238829485,0.045119498499999994,43.0,0.03396149368421053,0.02316126875,0.04481581849999999,38.0,0.0309394,ds8.bench.estimation
1255,0100000000000000000000000000000000000000000000000000000000000000|0010000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.027292434847104915,0.015299858,0.042459259,899957.0,0.02684562836528128,0.015072862250000001,0.04183531549999997,899964.0,0.0257095,ds8.bench.estimation
1256,0000010000000000000000000000000000000000000000000000000000000000|0001000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.004606637694674955,0.00106395345,0.010483282,130059.0,0.01551526831932773,0.0084489366,0.026026524,357.0,0.00364798,ds8.bench.estimation
1257,0000110000000000000000000000000000000000000000000000000000000000|0001000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.004470191407042991,0.0009965494875,0.01031005875,74386.0,,,,,0.00332166,ds8.bench.estimation
1258,0000100000000000000000000000000000000000000000000000000000000000|0001000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.0031666063156494976,0.00040424885249999996,0.008399474199999998,187564.0,,,,,0.0020269,ds8.bench.estimation
1259,0000001110000000000000000000000000000000000000000000000000000000|0001000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.003566373474267173,0.00029828805,0.0092690765,165931.0,,,,,0.00240047,ds8.bench.estimation
1260,0000101110000000000000000000000000000000000000000000000000000000|0001000000000000000000000000000000000000000000000000000000000000|0000000000000000000000000000000000000000000000000000000000000000,0.0034130453853376957,0.0005490118125000001,0.008597062874999999,234454.0,,,,,0.00227837,ds8.bench.estimation
